"Title","Categories: Sub","ASIN"
"voenxe Nude Women's Seamless Women Underwear Thongs,No Show Ladies Thong,No Line Comfortable Breathable Panties,Invisible Skin Undies Underpants for Female, 5-Pack","G-Strings & Thongs, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Test Color, Most Wished For Styles, Most Gifted Styles, Holiday Pop-In - BuzzFeed","B09PNG4SF8"
"X-CHENG Fleece Lined Tights Sheer Women - Fake Translucent Warm Pantyhose Leggings Sheer Thick Tights for Winter","Tights, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1","B0DRBNHXBT"
"Thermajane Long Johns Thermal Underwear for Women Fleece Lined Base Layer Pajama Set Cold Weather (3X-Large, Desert Camo)","Sets, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Test Color, Business Pricing & Quantity Discounts","B0BGR551BL"
"Women’s Longline Sports Bra Wirefree Padded Medium Support Yoga Bras Gym Running Workout Tank Tops (Yellow, X-Large, x_l)","Sports Bras, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Cider Top 100, Test Color, Top sellers Women's Test, Most Wished For Styles, Top sellers Women's, Most Gifted Styles, Everyday Apparel Essentials, Customers' Most-Loved: Sweaters Under $30 pASIN Test","B09476BXVH"
"Achiou Winter Gloves, Glove for Men Women, Upgraded Touch Screen Texting Warm Running with Thermal Soft Knit Lining","Cold Weather Gloves, Cold Weather Gloves, Gloves, Gloves, Business Pricing & Quantity Discounts, Most Gifted Styles, Customers' Most-Loved: Sweaters Under $30 pASIN Test","B09371K8T5"
"Burt's Bees Baby Boys' Sleep & Play PJs, 100% Organic Cotton One-Piece Zip Front Jumpsuit, Baby Boys Footie Pajamas & PJs","Rompers, Test Color","B0DPNGM9VP"
"Gerber Baby 8-Pack Short Sleeve Onesies Bodysuits, Southwest, 0-3 Months","Bodysuits, Bodysuits, Gerber, Bodysuits, Test Color","B0B6GZ31WQ"
"Gildan Adult Ultra Cotton T-Shirt, Style G2000, Multipack, Navy (3-Pack), X-Large","T-Shirts, T-Shirts, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_9701, Bulk Buying & Case Packs, Gildan Top 30 PASINs, Test Color, Business Pricing & Quantity Discounts, Gildan 2024, Mens Plus Size Fashion, Men's See It On You, Women's See It On You, Everyday Apparel Essentials, Pre-Loved Apparel draft prod1","B09S6TVFPX"
"True Classic Mens T-Shirts - Short Sleeve Crew Neck Plain Novelty T Shirt for Men, Pack of 1, Navy, 4XL","Men, T-Shirts, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_9701, Test Color","B0CGVY76GF"
"CONNOISSEURS Premium Edition Silver Jewelry Cleaner Solution, Value Size, 9.6 Ounce","Cleaning & Care","B09QMQN1ZX"
"PS PETITE SIMONE Woven Tote Bag for Women Large Woven Purse Leather Handbags Braided Purse Weave Purse with Top Handle Hazel","Clothing, Shoes & Accessories, Totes","B0C9LZBXSK"
"Trendy Queen Womens Fashion Workout T Shirts Athletic Plus Size Tops Summer Trendy Clothes 2025 Short Sleeve Spring Tee LightYellow L","T-Shirts, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_9701, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Cider Top 100, TEST W GENZ SHOES, TEST 2: GENZ APPAREL 2.0, Top sellers Women's Test, Top sellers Women's, Shein Brands + More, TEST: Womens GenZ Apparel","B0BZV5SQ9Z"
"Large Woven Tote Bag for Women Woven Purse Leather Handbags Braided Purse Weave Purse with Top Handle","Totes, Clothing, Shoes & Accessories","B0C52RBMRV"
"Gildan Adult Fleece Crewneck Sweatshirt, Style G18000, Bulk Case, Ash, Medium","Active Sweatshirts, 6609e2df-21bc-475b-90b2-735f42ef982c_3801, Gildan Top 30 PASINs, Test Color, Gildan 2024","B0BWYGFF5D"
"BAGAIL 6 Set Packing Cubes Luggage Packing Organizers for Travel Accessories (Beige)","Packing Organizers","B0DD74D458"
"PS PETITE SIMONE Woven Tote Bag for Women Large Woven Purse Leather Handbags Braided Purse Weave Purse with Top Handle Hazel","Clothing, Shoes & Accessories, Totes","B0C9LWG6SC"
"AUTOMET T Shirts Short Sleeve V Neck Tees Tops for Women Fashion Trendy Lightweight Soft Casual Summer Outfits Clothes 2025 WineRed 2XL","T-Shirts, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_9701, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Cider Top 100, Test Color, Top sellers Women's Test, Top sellers Women's","B0CWGRJ62B"
"adidas Men's Athletic Cushioned Crew Socks with Arch Compression for a Secure fit (6-Pair), White/Wonder Beige/Alumina Beige, Large","Running, b21c23e8-ac46-41ab-bfed-a824ad1360c0_601, Agron Cat SOT, Agron BAU WTS","B0CHBKL6P3"
"Fruit of the Loom Men's Coolzone Boxer Briefs, Moisture Wicking & Breathable, Multipacks, 12 Pack-Assorted Colors, Medium","Boxer Briefs, Bulk Buying & Case Packs, Test Color, 80dbd58c-5608-4346-a9d0-64e6b7f46827_744602, FOTL Top 10 PASIN, Business Pricing & Quantity Discounts, Prime Day: Products on deal all 48 hours, Everyday Apparel Essentials","B097Q9P5DQ"
"VSUDO Upgrade 47"" Double Layer Weave Flat Shoelaces, 5/16"" Wide Flat Shoe Laces for Adults & Kids Sneakers or Athletic Shoes [1Pair-Purplish Red-120CM]","Shoelaces, Top Sellers Men's, Top Sellers Men's Test, Fashion-forward finds","B082Z5JF4S"
"G4Free Women Clothing Wide Leg Yoga Pants for Women High Waisted Dress Pants with Pockets Stretch Caual Sweatpants for Business Work(Dark Grey,XS,29"")","Pants, b21c23e8-ac46-41ab-bfed-a824ad1360c0_601, What's Trending for her","B0CWH5SFBH"
"Promover Yoga Pants Women Wide Leg Sweatpants Flare Leggings Casual Outfits Skin Friendly Lounge Pants High Rised Moisture Wicking Athletic Gym(Ivory,S,30"")","Active Pants, Pants, b21c23e8-ac46-41ab-bfed-a824ad1360c0_601","B0D7VLSXTH"
"Disney Girls' Fantasy Nightgown, Spider Gown, 4T","Nightgowns, Test Color","B0CZBW5C4Q"
"BTFBM Women's 2 Piece Tracksuit Fall Outfits 2025 Long Sleeve Half Zip Sweatshirt Sweatpants Lounge Set Sweatsuits(Solid Fruit Green,Small)","Tracksuits, 6609e2df-21bc-475b-90b2-735f42ef982c_3801, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Test Color","B0CND5N4PX"
"Fruit of the Loom Men's Eversoft Fleece Elastic Bottom Sweatpants with Pockets, Relaxed Fit, Moisture Wicking, Breathable, Sweet Cream, Large","Sweatpants, 6609e2df-21bc-475b-90b2-735f42ef982c_3801, Test Color, 80dbd58c-5608-4346-a9d0-64e6b7f46827_744602, FOTL Top 10 PASIN, Internet Famous","B0BG937JMB"
"Arctix Women's Insulated Snow Pants, Jade Green, 2X Short","Pants, b21c23e8-ac46-41ab-bfed-a824ad1360c0_8501, Women's GenZ Apparel Only","B096J9WVNH"
"Seamless Scrunch Legging Women Yoga Pants 7/8 Tummy Control Workout Running for Fitness Sport Active Legging-25''（S,Papaya","Leggings, Leggings, b21c23e8-ac46-41ab-bfed-a824ad1360c0_601, 6609e2df-21bc-475b-90b2-735f42ef982c_3801, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Shop The Look: Lex, Top sellers Women's Test, Most Wished For Styles, Top sellers Women's, Most Gifted Styles, Fashion-forward finds, Everyday Apparel Essentials, Internet Famous","B0B12KH2HY"
"YANIBEST Double Layer Satin Bonnet Silk Bonnet Adjustable Hair Bonnet for Sleeping Hair Bonnets for Women Curly Natural Hair","Hats & Caps","B09MCMPWSN"
"INNERSY Womens Underwear Cotton Hipster Panties Regular & Plus Size 6-Pack(Spun Sugar,XX-Large)","Hipsters, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Test Color, Most Gifted Styles, Season's Deals, Everyday Apparel Essentials","B0B4B1D3JM"
"adidas Women's VL Court 3.0 Sneaker","Fashion Sneakers, FTW Feb 2025, Prime Wardrobe: adidas Try Before You Buy, 80dbd58c-5608-4346-a9d0-64e6b7f46827_337702, adidas Core WTS","B0C2JXYV3D"
"Amazon Essentials Women's Slim-Fit Tank, Pack of 2, Blush/Mauve, Small","Tanks & Camis, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_9701, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Our Brands, Back in Stock from Amazon Brands, SPB AE AA SJC, Test Color, New arrivals from our brands, Business Pricing & Quantity Discounts, Amazon Essentials, Deals from Amazon brands, test node women, Women's fashion, Customers' Most-Loved: Sweaters Under $30 pASIN Test","B092MN594Y"
"Turbosnail Leather Card Holder, Credit Card Wallet, Front Pocket Wallet, Slim Wallet, Cardholder Wallet, Credit Card Holder, Minimalist Wallet, Fathers Day Gift (Blue)","Wallets, Card Cases & Money Organizers, Wallets & Bag Accessories","B0CDTQJGQD"
"Travel Inspira Luggage Scale,Digital Luggage Scales,Baggage Scale with Overweight Alert LCD Display 110LB / 50KG (Stainless Steel, Black)","Luggage Scales","B09YCMZ4NK"
"Burt's Bees Baby Boys' Sleep & Play PJs, 100% Organic Cotton One-Piece Zip Front Jumpsuit, Baby Boys Footie Pajamas & PJs","Footies","B0D8944Y6V"
"Yaktrax 2 Pairs, 0, Small & Large","Ice & Snow Grips, Prime Day: Products on deal all 48 hours","B09TQTN8D2"
"VOYJOY Women Workout Impact Shorts 3.6""/ 4.5""/ 6"" Scrunch Butt Lifting Gym Seamless Booty Biker Shorts Black Cherry","Active Shorts, 6609e2df-21bc-475b-90b2-735f42ef982c_3801, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Test Color","B0DSBSDDKJ"
"Abardsion Women's Casual Basic Going Out Crop Tops Slim Fit Short Sleeve Crew Neck Tight T Shirts (Brown, 2XL)","T-Shirts, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_9701, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Test Color","B0C4DDWJNN"
"AUTOMET Womens Long Sleeve Round Neck Shirts Basic Tee Fall Tops Outfits Clothes 2025 01orange XL","T-Shirts, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_9701, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Cider Top 100, Top sellers Women's Test, Top sellers Women's, Everyday Apparel Essentials","B09N6PJKDH"
"Kuailu Flip Flops Women Arch Support Yoga Mat Comfortable Summer Beach Walking Thong Cushion Sandals Slip on Pool Outfits Travel Essentials Orthotic Slides Indoor Outdoor Slippers Shoes Khaki Size 7.5","Flip-Flops, Test Color, Womens Summer Styles","B0BZYMRJ43"
"rivmount Winter Waterproof Ski Snow Warm Gloves Women Men, Cold Weather Thermal with Touchscreen Fingers, for Running Driving Cycling Hiking Biking","Cold Weather Gloves, Cold Weather Gloves","B0DBQD8143"
"Gloria Vanderbilt Women's Amanda Classic High Rise Tapered Jean Standard, Sedona Spice, 8","Jeans, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Test Color, 80dbd58c-5608-4346-a9d0-64e6b7f46827_578602","B0BKZDXBYY"
"SHAPERMINT Womens Tops - Scoop Neck Cami Body Shaper for Women, Shapewear Tummy Control, Camisole Tank Tops for Women","Tops, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Test Color","B0D9MB1R3X"
"G&Y 3 Pairs Women's Sheer Tights - 20D Control Top Pantyhose with Reinforced Toes(Coffee, L)","Sheers, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Test Color, Season's Deals","B09P3K2MRY"
"Stanpetix Leggings for Women - High Waisted Workout Women's Leggings Running (XmasBlack,Full Length,XXL)","Leggings, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Test Color","B0DK56LZK2"
"Hanes Women's Ankle Socks, Comfort Toe Seamed, Black Available, 6-Pack, White-6 Pack, 8-12","Ankle Socks, 6609e2df-21bc-475b-90b2-735f42ef982c_3801, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Test Color, 80dbd58c-5608-4346-a9d0-64e6b7f46827_578602","B07JW2ZSMP"
"Trendy Queen Womens Long Sleeve Shirts Basic Crop Tops Tight Slim Fit Cute Teen Girls Fall Winter Y2k Clothes Brown L","T-Shirts, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_9701, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Womens Shein + More, Women's See It On Your Model, Cider Top 100, TEST W GENZ SHOES, TEST 2: GENZ APPAREL 2.0, Test Color, Top sellers Women's Test, Top sellers Women's, TEST: Womens GenZ Apparel","B0BW92TRRX"
"Levi's Men's 505 Regular Fit Jeans (Also Available in Big & Tall), Fremont Drop Shot-Medium Indigo, 46W x 28L","Jeans, Men's Big & Tall Clothing, Prime Day: Men's and Women's Levi's, Levi's Big Spring Sale 2025, Mens Size Inclusive, Test Color, Mens Big & Tall Fashion, 80dbd58c-5608-4346-a9d0-64e6b7f46827_744602, Must See Deals, Business Pricing & Quantity Discounts, Mens Plus Size Fashion, Prime Day: Products on deal all 48 hours, Internet Famous, Pre-Loved Apparel draft prod1","B08P56S3MB"
"ATHMILE Water Shoes Women Men Barefoot Aqua Socks Quick-Dry for Beach Swim Pool Yoga Camping Cruise Surf Sport","Water Shoes, Water Shoes, Most Wished For Styles, Most Gifted Styles","B0BFR1FKX1"
"SHAPERX Women's Shapewear Bodysuit Tummy Control Body Shaper Seamless Sculpting Snatched Waist Body Suit，SZ5215-Palace Blue-S/M","Bodysuits, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Most Wished For Styles, Most Gifted Styles","B0CN2JNLCD"
"BALEAF Women's Fleece Lined Leggings Thermal Warm Winter Leggings High Waisted Yoga Pants Cold Weather Inner Pocket 2-Pack Black/Blue M","Leggings, Bottoms, Petite, Cider Top 100, Test Color, Top sellers Women's Test, Women's Plus Size Clothing, Top sellers Women's, Plus Stylist Brands","B0CGQY2XNS"
"Arctix Infant/Toddler Chest High Snow Bib Overalls, Black, 3T Husky","Snow Pants & Bibs, Kids' Clothing & Shoes, Test Color","B0C7F3HK7B"
"Amazon Essentials Men's Fleece Open Bottom Sweatpant (Available in Big & Tall), Washed Black, X-Small","Sweatpants, 6609e2df-21bc-475b-90b2-735f42ef982c_3801, Mens Size Inclusive, Test Color, New Arrivals_Men's Fashion","B0D7KQGY9B"
"GAYHAY 3 Pack Leggings for Women - High Waisted Tummy Control Workout Yoga Pants Gym Running Activewear Compression Black Leggings","Leggings, 6609e2df-21bc-475b-90b2-735f42ef982c_3801, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Test Color","B0CB1CRC4H"
"SHAPERMINT Shapewear for women - High-Waisted Shapewear Tummy Control Shorts, Faja body shaper, underwear for women","Control Panties, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Test Color, Business Pricing & Quantity Discounts, Most Wished For Styles, Most Gifted Styles","B09NL59JCG"
"RUNNING GIRL Sports Bra for Women, Criss-Cross Back Padded Strappy Sports Bras Medium Support Yoga Bra with Removable Cups(2353 Brilliant Blue L)","Sports Bras, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Test Color","B0CKXS6ZDJ"
"Burt's Bees Baby Boys' Sleep & Play PJs, 100% Organic Cotton One-Piece Zip Front Jumpsuit, Baby Boys Footie Pajamas & PJs","Footies","B0D892SPSC"
"CHAOREN Mens Belt Leather Ratchet Belt - Customizable Fit, Effortless Style (35mm)","Belts, Top Sellers Men's, Top Sellers Men's Test","B0D2NL7PMG"
"COZYFIT Scrubs for Women Set - Stretch V-Neck Scrub Top & Jogger Pant with 8 Pockets, Yoga Waistband, Anti Wrinkle, Slim Fit Women Scrubs - Hunter Green, S, Tall","Medical, Trending","B0DFWNJQVJ"
"Molasus Women's Soft Cotton Underwear Briefs High Waisted Postpartum Panties Ladies Full Coverage Plus Size Underpants Pack of 5,5X-Large","Briefs, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Test Color, Most Gifted Styles, Everyday Apparel Essentials","B09JKGDY2H"
"COOFANDY Men's Hawaiian Shirt Short Sleeve Button Down Shirts Casual Summer Beach Shirt for Men Aloha Shirts Sunset-red","Button-Down Shirts, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_9701, Top Sellers Men's, Cider Top 100, Top Sellers Men's Test, Next-Gen x Most Loved","B0D8168BKB"
"Burt's Bees Baby Baby Boys' Pajamas, Tee and Pant 2-Piece Pj Set, 100% Organic Cotton, Space Dreams, 3T","Pajama Sets","B0CN1VJ2MT"
"Trendy Queen Womens Oversized Hoodies Fleece Sweatshirts Long Sleeve Sweaters Pullover Fall Outfits Apricot M","Fashion Hoodies, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Cider Top 100, Test Color, Top sellers Women's Test, Top sellers Women's, Next-Gen x Most Loved","B0C65T8DLN"
"Wrangler Authentics Men's Relaxed Fit Stretch Cargo Pant, Travertine Ripstop, 36W x 32L","Casual, Wrangler Authentics Men's Relaxed Fit Stretch Cargo Casual Pants, Prime Wardrobe: Wrangler Try Before You Buy, Business Pricing & Quantity Discounts, Mens Plus Size Fashion, Most Wished For Styles, Most Gifted Styles, Next-Gen x Most Loved","B0949DC58L"
"BAGAIL 4 Set/6 Set/8 Set Compression Packing Cubes Travel Accessories Expandable Packing Organizers(Leaf ClothPattern 4 Set)","Packing Organizers","B09LH24PGV"
"Fruit of the Loom Eversoft Fleece Hoodies, Pullover, Moisture Wicking & Breathable, Sizes S-4x, Duffle Bag Green Full Zip","Active, 2025 SL AMRs, F2 AMRs Collections, FOTL Casualwear, Test Color, Most-loved fashion deals","B0B7ZXTVL8"
"Fearless Tape - Double Sided Extra Wide Tape for Fashion, Clothing and Body (36 Strip Pack) | Transparent Clear Color for All Skin Shades","Lingerie Tape, All First Aid, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1","B0B4YC2PYX"
"No nonsense Women's Super Opaque Control Top Tight 3-Pack, Cobblestone, Large","Sheers, 935e7a06-ca2b-4ddf-a94d-320834cbcb3b_1, Back-to-Basics, 20% Off President's Day Savings | Women, Take 25% Off | Holiday Savings for Women, Prime Day: 30% off Select Clothing, Shoes & More for Men, Women, Kids & Baby, 25% Off Holiday Savings | Shop Women's","B00NPNSZOC"
"Gloves for Cold Weather Men Women: Winter Driving Running Cycling Riding Ski Skiing Warm Hand Warmers Thinsulate Accessories (Black-Gray,Medium)","Gloves, b21c23e8-ac46-41ab-bfed-a824ad1360c0_8501","B0CY9NG24D"
