"Title","Categories: Sub","ASIN"
"Apple iPad (10th Generation): with A14 Bionic chip, 10.9-inch Liquid Retina Display, 64GB, Wi-Fi 6, 12MP front/12MP Back Camera, Touch ID, All-Day Battery Life – Blue","Tablets, ee8a22bf-7785-470e-b476-0fd86b9250ee_22602, 8346234c-3736-4001-b2a5-9fd229148daa_8001","B0BJLXMVMV"
"Wireless Digital Microscope, Skybasic 50X-1000X Magnification WiFi Pocket Handheld Microscopes with Stand HD USB Microscope Camera Compatible with iPhone Android iPad Windows Mac Computer (White)","USB Microscopes, Science","B0CGLX8QX2"
"300x25 Binoculars for Adults and Kids, High Powered Mini Pocket Binoculars with Phone Adapter, Waterproof Compact Binoculars for Bird Watching, Hunting, Concert, Theater, Opera, Traveling, Sightseeing","Binoculars","B0D7N269M6"
"TP-Link AX3000 WiFi 6 Router – 802.11ax Wireless Router, Gigabit, Dual Band Internet Router, VPN Router, OneMesh Compatible (Archer AX55)","Routers, 8346234c-3736-4001-b2a5-9fd229148daa_2501","B09G5W9R6R"
"Aurosports 15x25 Compact Binoculars for Adult Kids - High Power Binoculars for Bird Watching - Easy Focus Small Binocular with Low Light Vision for Travel, Camping, Concert, Hiking -Green","Binoculars","B0CZ9LW5Q3"
"Roku Express | HD Roku Streaming Device with Standard Remote (no TV controls), Free & Live TV","Streaming Media Players, 8346234c-3736-4001-b2a5-9fd229148daa_2501, Tech for the game","B0BCH5H2R3"
"Apple iPhone 13 Mini, 256GB, Starlight - T-Mobile (Renewed)","8346234c-3736-4001-b2a5-9fd229148daa_8001","B09LL1W7XJ"
"Apple iPhone 13 Pro, 512GB, Alpine Green - AT&T (Renewed)","8346234c-3736-4001-b2a5-9fd229148daa_8001","B0B5FLDWQ1"
"Roku Streaming Stick 4K | Portable Roku Streaming Device 4K/HDR/Dolby Vision, Roku Voice Remote, Free & Live TV","Streaming Media Players, 8346234c-3736-4001-b2a5-9fd229148daa_2501","B09BKCDXZC"
"(Pack of 2) Replacement-Remote-Control for Roku-TV,Compatible for TCL Roku/Hisense Roku/Onn Roku/Philips Roku Smart TVs(Not for Stick and Box)","Remote Controls, kvi_q3_24_1","B09Z6Q2MLC"
"Telescope 80mm Aperture 600mm - Astronomical Portable Refracting Telescopes Fully Multi-Coated High Transmission Coatings AZ Mount with Tripod Phone Adapter, Wireless Control, Carrying Bag.","Refractors, Science","B09P8JQWF4"
"Apple iPhone 13 Pro Max, 1TB, Alpine Green - GSM Carriers (Renewed)","8346234c-3736-4001-b2a5-9fd229148daa_8001","B0B5FNMQ92"
"Lvetek 5 Outlet Extender Multi Plug Wall Outlets with 4 USB Charging Ports (1 USB C Outlet), 3 Sided 1680J Surge Protector Power Strip USB Wall Charger for Home, Office, Travel, ETL Listed, White","Surge Protectors, Electronics: More Sustainable Products","B09BKHHL5H"
"South Africa Plug Adapter 2 Pack, TESSAN Type M Power Adapter with 4 AC Outlets 3 USB Ports(1 USB C), Adaptor US to Botswana Namibia Nepal Bhutan","Power Converters","B0CQGZWV1N"
"Adorrgon 15x45 HD Binoculars for Adults High Powered with Phone Adapter, Tripod and Tripod Adapter - Large View Binoculars with Clear Low Light Vision - Binoculars for Bird Watching Cruise Travel","Binoculars","B0CQ52KFBV"
"Dell 65W USB-C Laptop Charger for XPS and Latitude 5000 - Power Cord Included","Chargers & Adapters, kvi_q3_24_1","B09GHV6G55"
"Binoculars 12x25 for Adults and Kids Night Vision Binoculars Compact Binocular Large Eyepiece Waterproof Binocular Easy Focus Wide Field of View for Bird Watching,Hiking,Hunting,Concert","Binoculars","B0DNQX5B6R"
"Apple Watch Series 10 [GPS 42mm] with Jet Black Aluminium Case with Black Sport Band - M/L. Fitness Tracker, ECG App, Always-On Retina Display, Water Resistant with AppleCare+ (2-Years)","Smartwatches, Smartwatches, Wearable Technology: Running Watches & Devices, 8346234c-3736-4001-b2a5-9fd229148daa_8001, Apple Watch, Fashion Fitness Trackers","B0DGVRZFQR"
"20x32 Compact Binoculars for Bird Watching - OPAITA High Powered Small Binoculars for Adults Kids with Low Light Vision for Hunting Cruise Trip Travel Concert Hiking Green","Binoculars","B0D66JCN74"
"65W USB C Laptop Charger Replacement for Lenovo Thinkpad/Yoga/Chromebook, ADLX65YDC2A Lenovo Laptop Charger","Chargers & Adapters, kvi_q3_24_1","B08ZSMMPBD"
"40X60 High Power Monocular Telescope with Smartphone Holder & Tripod, Power Prism Compact Monoculars for Adults, HD Monocular Scope for Bird Watching Hiking Concert Travelling","Monoculars","B0CHVVDPW3"
"15x55 HD Binoculars for Adults High Powered,8° Wide Angle Binoculars,367/1000yds,BAK4 Prism FMC Lens,IPX7 Waterproof Binoculars for Bird Watching Hiking Travel Sports with Phone Adapter(Yellow)","Binoculars","B0D5476FNP"
"USB Type C 45W Chromebook Charger for HP Chromebook 14 X360 14-ca051wm 14-ca052wm 14-ca091wm ca061dx 14-ca0061dx 14-ca060nr 14-ca020nr 14-ca043cl USB C Power Supply Adapter","Chargers & Adapters, kvi_q3_24_1, Most-loved PC deals","B09LYRT2GL"
"Rodcirant Binoculars 20x25 for Adults and Kids, High Power Easy Focus Binoculars with Low Light Vision, Compact Binoculars for Bird Watching and Travel","Binoculars","B0BL12DHG1"
"Monocular-Telescope 80x100 HD for Adults Larger Vision Monoculars High Powered Smartphone Monocular for Bird Watching Hunting Hiking Camping Wildlife","Monoculars","B0DMP3DZPF"
"Roku Remote (Official Manufacturer Product) | TV Remote Control with TV Controls, Simple Setup, & Pre-Set App Shortcuts - Replacement Remote Compatible with Roku TV Models ONLY (Not Roku Players)","Remote Controls","B0CQF6T2K1"
"2021 Apple iPad (10.2-inch, Wi-Fi, 64GB) - Silver (Renewed)","Tablets, ee8a22bf-7785-470e-b476-0fd86b9250ee_22602, 8346234c-3736-4001-b2a5-9fd229148daa_8001","B09HV3D2SX"
"TP-Link Deco AX3000 WiFi 6 Mesh System(Deco X55) - Covers up to 6500 Sq.Ft. , Replaces Wireless Router and Extender, 3 Gigabit ports per unit, supports Ethernet Backhaul (3-pack)","Whole Home & Mesh Wi-Fi Systems, Smart Home, 8346234c-3736-4001-b2a5-9fd229148daa_2501, kvi_q3_24_2, Most-loved PC deals","B09PRB1MZM"
"JBL Vibe Beam - True Wireless JBL Deep Bass Sound Earbuds, Bluetooth 5.2, Water & Dust Resistant, Hands-free call with VoiceAware, Up to 32 hours of battery life (Black)","Earbud Headphones, 8346234c-3736-4001-b2a5-9fd229148daa_2501, LOP","B0BQPNMXQV"
"TOMLOV P10 Microscope for Adults Kids, Portable 100X Illuminated Jewelers Loupe, Handheld Coin Magnifier with Light for Collectors, Pocket Trichome Magnifying Glass, Digital Microscope with 2"" Screen","USB Microscopes, Science","B0DD37VLSW"
"【Pack of 2】 New Universal Remote for All Samsung TV Remote, Replacement Compatible for All Samsung Smart TV, LED, LCD, HDTV, 3D, Series TV","Remote Controls","B0B7B6KLH3"
"15x52 HD Binoculars for Adults High Powered with Upgraded Phone Adapter - Large View Binoculars with Clear Low Light Vision - Lightweight Waterproof Binoculars for Hunting Bird Watching Travel Cruise","Binoculars","B0CG9XF3FR"
"Apple iPhone 14 Pro Max, 128GB, Gold for GSM (Renewed)","8346234c-3736-4001-b2a5-9fd229148daa_8001","B0BN93FQ82"
"Dark Academy Stickers,Vintage Dark Academia Aesthetic Stickers Vinyl Laptop Computer Phone Water Bottle Stickers(100PCS)","Decals, Categories","B0CQXL161Z"
"DRANBOL 20X25 Small Binoculars for Adults and Kids, Large Eyepiece Binoculars for Bird Watching Easy Focus, Pocket High Powered Opera Glasses for Concert, Cruise Ship, Travel Must Have","Binoculars","B0CQ546CM7"
"Roku Voice Remote | TV Remote Control with Voice Control, TV Controls, Simple Setup, & Pre-Set App Shortcuts - Replacement Remote Compatible with Roku TV, Roku Players, & Roku Audio","Remote Controls","B0BQS9Y69G"
"150 PCS Romance Book Stickers for Kindle, Holographic Bookish Sticker Pack Reading Booktok Glitter Vinyl Decals for Laptop Ebook Readers Water Bottles Journal Scrapbook Waterproof","Decals","B0DK1QHND6"
"Apple MFi Certified 2 Pack Lightning to 3.5 mm Headphone Jack Adapter for iPhone, iPhone Aux Adapter Converter Dongle Audio Cable Compatible with iPhone 14 13 12 11 X XS 8 7","Adapters","B09L951YB4"
"Amazon Basics Micro SDXC Memory Card with Full Size Adapter, A2, U3, Read Speed up to 100 MB/s, 128 GB, Black","Micro SD Cards, Tax Prep, Tax Prep: Office Tech, Most-loved PC deals","B08TJRVWV1"
"Microsoft Audio Dock - Up to 90dB SPL - Two omni-directional microphone arrays - 70Hz ~ 20kHz for music playback - Support DP alt mode, up to Dual Display - Windows 11 Home/Pro, Windows 10, MacOS","Docking Stations, Microsoft","B0BB8NFHSY"
"NIKON Prostaff P3 8x30 & Brown Hat & Lens Pen & Gritr Microfibre","Binoculars","B0CY2WB73G"
"JBL Tune 510BT - Bluetooth headphones with up to 40 hours battery, microphone for call, foldable and comfortable, Android and iOs compatible (Black)","On-Ear Headphones, 8346234c-3736-4001-b2a5-9fd229148daa_2501, LOP","B08WM3LMJF"
"MEEZAA Telescope, Telescope for Adults High Powered Professional, 90mm Aperture 800mm Refractor Telescope for Astronomy Beginners Fully Multi-Coated with AZ Mount Tripod & Phone Adapter & Carry Bag","Refractors, Science","B0CP3RDV25"
"Surge Protector Power Strip - Nuetsa Flat Plug Extension Cord with 8 Outlets and 4 USB Ports, 6 Feet Power Cord (1625W/13A), 2700 Joules, ETL Listed, Black","Power Strips, Electronics: More Sustainable Products, CN AB hot category","B09F2XPJ47"
"10-30x50 Zoom Binoculars for Adults, High Powered Military Binoculars for Bird Watching Traveling Hunting Concerts with Large View,BAK4,FMC Lens,Clear Low Light Vision at Night…","Binoculars","B0BRGT4699"
"Celestron – StarSense Explorer DX 5” Smartphone App-Enabled Telescope – Works with StarSense App to Help You Find Stars, Planets & More – Schmidt-Cassegrain Telescope – iPhone/Android Compatible","Catadioptric, Science","B08Z8H2ZN5"
"Apple Watch Series 7 (GPS + Cellular, 41MM) Graphite Stainless Steel Case with Abyss Blue Sport Band (Renewed)","Smartwatches, Smartwatches, Wearable Technology: Running Watches & Devices, 8346234c-3736-4001-b2a5-9fd229148daa_8001, Apple Watch, Fashion Fitness Trackers","B09TPWSGZ6"
"Soundcore by Anker P20i True Wireless Earbuds, 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Long Playtime, Water-Resistant, 2 Mics for AI Clear Calls, 22 Preset EQs, Customization via App","Earbud Headphones, 8346234c-3736-4001-b2a5-9fd229148daa_2501, Electronics: More Sustainable Products","B0BTYCRJSS"
"Universal Chromebook Charger USB C for Hp 65W 45W USB-C Laptop Charger,Replacement for Lenovo Thinkpad/Yoga,Dell Chromebook 3100,Latitude 5420,Asus,Samsung,Acer,Google Series Type C Power Cord","Chargers & Adapters, kvi_q3_24_1, Most-loved PC deals","B09688VRYZ"
"TP-Link AXE5400 Tri-Band WiFi 6E Router (Archer AXE75)- Gigabit Wireless Internet Router, ax Router for Gaming, VPN Router, OneMesh, WPA3","Routers, 8346234c-3736-4001-b2a5-9fd229148daa_2501","B0B3SQK74L"
"Telescope for Kids & Adults - 70mm Aperture 500mm AZ Mount Fully Multi-Coated Optics Astronomical refracting Portable Telescopes, with Tripod Phone Adapter, Carrying Bag, Remote Control White","Refractors, 8346234c-3736-4001-b2a5-9fd229148daa_2501, Science","B09836V1BD"
"Monocular-Telescope 80x100 High Powered Monocular for Adults Monocular for Smartphone Adapter Monocular Telescope Hunting Wildlife Bird Watching Travel Camping Hiking-Green","Monoculars","B0DTTR1JDQ"
"USB-C 65W 45W AC Replacement Charger fit for Lenovo ThinkPad T480 T490 T580 ADLX65YDC2A ADLX65YLC2D ADLX65YDC3A ADLX65YDC2D chromebook 2nd Gen S330 65W Laptop Power Supply Adapter Cord","Chargers & Adapters, kvi_q3_24_1, Most-loved PC deals","B08R67QLTM"
"Charger for HP Laptop Computer 65W 45W Smart Blue Tip Power Adapter","Chargers & Adapters","B086PT5298"
"Wireless Digital Microscope Handheld USB HD Inspection Camera 50x-1000x Magnification with Stand Compatible with iPhone, iPad, Samsung Galaxy, Android, Mac, Windows Computer (Silver)","USB Microscopes, Science","B0BN8HP746"
"Cable Zip Ties,400 Pack Black Assorted Sizes 12+8+6+4 Inch,Multi-Purpose Self-Locking Nylon Cable Cord Management ,Plastic Wire Ties for Home,Office,Garden,Workshop. By HAVE ME TD","Cable Ties","B08TVLYB3Q"
"Telescope, 70mm Aperture 400mm AZ Mount Astronomical Refracting Telescopes (20x-200x) for Kids & Adults, Portable Travel with Tripod Phone Adapter, Remote Control, Easy to Use, Black","Refractors, Science","B0C4KVQGCV"
"Mac Book Pro Charger - 118W USB C Charger Fast Charger Compatible with USB C Port MacBook pro/Air, M1 M2 M3 M4, ipad Pro, Samsung Galaxy and All USB C Device, Include Charge Cable","Chargers & Adapters","B0B1HJ666G"
"Power Strip Surge Protector - 6 Widely Outlets with 3 USB Ports (1 USB C), 3-Side Outlet Extender Strip, 5 Ft Extension Cord Flat Plug, Wall Mount Small Power Strip for Travel Home Office College Dorm","Power Strips","B0B1DKN9HG"
"2021 Apple iPad Mini 6 (8.3 inch, Wi-Fi, 256GB) Starlight (Renewed)","Tablets, ee8a22bf-7785-470e-b476-0fd86b9250ee_22602, 8346234c-3736-4001-b2a5-9fd229148daa_2501, 8346234c-3736-4001-b2a5-9fd229148daa_8001","B09HN386WD"
"Apple AirPods with Lightning Charging Case (3rd Generation) (Renewed)","Earbud Headphones, ee8a22bf-7785-470e-b476-0fd86b9250ee_22602, 8346234c-3736-4001-b2a5-9fd229148daa_8001, kvi_q3_24_1","B0BNJNP1P6"
"Acer Gateway Chromebook 311 CBO311-1H-C1MX Laptop | Intel Celeron N4500 | 11.6"" HD (1366 x 768) Display | 4GB LPDDR4X | 64GB eMMC | Wi-Fi 5 802.11ac | Chrome OS | Star Black","Traditional Laptops","B0D33NC672"
"Beats Studio Pro - Wireless Bluetooth Noise Cancelling Headphones - Personalized Spatial Audio, USB-C Lossless Audio, Apple & Android Compatibility, Up to 40 Hours Battery Life - Black","Over-Ear Headphones, Customers' Most-Loved: Headphones, speakers, and more, Most-loved deals on electronics, LOP","B0C8PR4W22"
"NETGEAR Nighthawk 6-Stream Dual-Band WiFi 6 Router (RAX54S) – Security Features, AX5400 Wireless Speed, Up to 5.4 Gbps, Covers up to 2,500 sq. ft., 25 Devices - 1-Year Armor Subscription Included","Routers","B0CW6LCZH2"
"Apple AirPods (3rd Generation) (Renewed)","Earbud Headphones, ee8a22bf-7785-470e-b476-0fd86b9250ee_22602, 8346234c-3736-4001-b2a5-9fd229148daa_8001","B09M94KXPN"
"Monocular Telescope 80x100 High Power with Smartphone Adapter Tripod,Larger Vision Monoculars for Adults with BAK4 Prism & FMC Lens, Suitable for Bird Watching Hunting Hiking Camping Wildlife-Green","Monoculars","B0CHYNFMYR"
"SAMSUNG Galaxy S22 5G, US Version, 128GB, Phantom Black - Verizon (Renewed)","MP3 & MP4 Player Accessories, Portable Bluetooth Speakers","B09X7JBS4G"
"Mac Book Pro Charger - 60W T-Tip Magnetic Charger Power Adapter, Universal Laptop Charger Compatible with Mac Book Air/Mac Book Pro 13-Inch Retina Display(After 2012)","Chargers & Adapters","B09TRF4LM9"
"12x30 Compact HD Binoculars for Adults and Kids High Powered - Large View Binoculars with Clear Low Light Vision - Super Bright Lightweight & Waterproof Binoculars for Bird Watching Travel Hunting","Binoculars","B0D54CB1PT"
"Surge Protector Power Strip (2100J), Anker 12 Outlets with 1 USB C and 2 USB Ports foriPhone 15/15 Plus/15 Pro/15 Pro Max, 5ft Extension Cord, Flat Plug, 20W USB C Charging for Home, Office,TUV Listed","Power Strips, 8346234c-3736-4001-b2a5-9fd229148daa_2501, Electronics: More Sustainable Products, CN AB hot category","B09SG2Q23M"
"TOMLOV 1000X Error Coin Microscope with 4.3"" LCD Screen, USB Digital Microscope with LED Fill Lights, Metal Stand, PC View, Photo/Video, SD Card Included, Windows Compatible, DM4S","USB Microscopes, Science","B08QFHXKL6"
"USB-C to 3.5mm Audio Headphone Adapter - HiFi 2 Pack Compatible with Apple iPhone 16 15 Samsung Galaxy S24 S23 S22 S21 Plus Pro Max Ultra Pixel iPad - Type C to Jack Dongle Adapter","Adapters","B0D7VYL4X1"
"Celticbird Telescope for Adults High Powered, 80mm Aperture 600mm Telescopes for Adults Astronomy, Travel Telescopio for Beginners with AZ Mount, Backpack, Phone Adapter, Moon Filter","Refractors, Science","B0C2HB88D2"
"Binoculars for Adults | Compact Small Mini Travel Binocular for Bird Watching High Powered Electronics Cruise Ship Essentials Norwegian Alaska Must Haves Hiking Camping Gear a by VULNESS (Black, 8X21)","Binoculars","B0D4DZYS8S"
"20x50 Hunting Binoculars for Adults High Powered with Low Light Night Vision - 28mm Large Eyepiece Professional Binoculars for Bird Watching Hiking Travel with BAK4 Prism FMC Lens, Green","Binoculars","B095KGS8LR"
"15x30 Compact Binoculars for Adults and Kids - Occer Large View High Powered Binoculars for Bird Watching - Lightweight Easy Focus Binoculars with Low Light Vision for Outdoor Hunting Travel - Black","Binoculars","B0D83N7F4K"
"AHFLRITO Compact Binoculars, Lightweight Foldable Small Binoculars for Adults and Kids, Portable Waterproof for Bird Watching, Traveling, Theater, Opera, Concert, Hiking, Sightseeing","Binoculars","B0C53781Q5"
"Apple 2024 MacBook Air 15-inch Laptop with M3 chip: Built for Apple Intelligence, 15.3-inch Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, Backlit Keyboard, Touch ID; Midnight","Traditional Laptops, 8346234c-3736-4001-b2a5-9fd229148daa_8001","B0DLJ4J78G"
"Monocular Telescope 80x100 High Power Monoculars for Smartphone with Tripod, HD Monocular for Adults, Lightweight BAK-4 Prism Monoculars for Hiking Hunting Stargazing Bird Watching-Orange Red","Monoculars","B0DNMV1H88"
"PalliPartners Compound Microscope for Adults & Kids - 100X-2000X High-Power Biological Microscope for Students, School Lab & Home Education, with Slides Set & Phone Adapter (White)","Compound Monocular Microscopes, kvi_q3_24_2, Science","B0BYYY51HJ"
"TOZO A1 Wireless Earbuds Bluetooth 5.3 Light Weight in Ear IPX5 Waterproof Headphones 2 Mic for AI Calls, Immersive Premium Sound Bass Headset with Charging Case, 32 Presets EQ Customization via App","Earbud Headphones, kvi_q3_24_2, Electronics: More Sustainable Products","B09FT58QQP"
"200 Pcs Funny Stickers for Adults (Dirty) Meme Water Bottles Stickers Pack Waterproof Cool Stickers for Laptop, Hard Hats, Sarcastic, Scrapbooking Decals","Decals","B0DFGL4XC6"
"REDTIGER Dash Cam Front Rear, 4K/2.5K Full HD Dash Camera for Cars, Included 32GB Card, Built-in Wi-Fi GPS, 3.16” IPS Screen, Night Vision, 170°Wide Angle, WDR, 24H Parking Mode(F7NP)","On-Dash Cameras, kvi_q3_24_2","B098WVKF19"
"Apple Watch Series 8 [GPS + Cellular, 45mm] - (PRODUCT)Red Aluminum Case with Red Sport Band, M/L (Renewed)","Smartwatches, Smartwatches, Wearable Technology: Running Watches & Devices, 8346234c-3736-4001-b2a5-9fd229148daa_8001, Apple Watch, Fashion Fitness Trackers","B0C2ZV8351"
"12x40 HD Binoculars for Adults and Kids High Powered, Clear Large View & Low Light Night Vision, Waterproof Binoculars for Hunting, Birds Watching, Cruise Ship, Theaters, Travel and Stargazing","Binoculars","B0DJ9CMRRX"
"Anker Laptop Charger, 140W USB-C Charger, 4-Port Multi-Device Fast Charging, Advanced GaN Power Adapter, Intuitive Touch Controls, for MacBook, iPhone 16 Series, Samsung Galaxy, Pixel, and More","Chargers & Adapters","B0DFCH3C4W"
"Wireless Earbuds 75hrs Bluetooth 5.3 Headphone Sport, 2025 Bluetooth Earbuds Stereo Deep Bass Over Ear Bud with Earhooks, ENC Noise Cancelling Mic, IPX7 Waterproof Earphone for Workout/Running","Earbud Headphones","B0CSXV3GK4"
"Meta Regular Square Sunglasses, Wayfarer, Matte Black / G15 Green Transitions, Regular (Renewed)","Glasses","B0D9BTZPQ2"
"Andonstar AD210 10.1 Inch LCD Digital Microscope for Adults, Soldering Microscope for Electronics Repair, Coin Microscope Camera Full View for Error Coins with Light, Biological Slides Kit, 32G Card","USB Microscopes, Science","B0C5Q4YKV9"
"SAMSUNG Galaxy Buds 2 Pro True Wireless Bluetooth Earbuds w/ Noise Cancelling, Hi-Fi Sound, 360 Audio, Comfort Ear Fit, HD Voice, Conversation Mode, IPX7 Water Resistant, Graphite (Renewed)","Earbud Headphones","B0BPYPZ953"
"100 Cartoon Stickers Colorful Aesthetic VSCO Vinyl/PVC Waterproof Decals for Water Bottle, Phone, Case, Laptop, Skateboard, Gift for Kids, Teens, Boys and Girls (Blue 100)","Decals","B0C3H59R9N"
"Bluetooth Speaker with HD Sound, Portable Wireless, IPX5 Waterproof, Up to 20H Playtime, TWS Pairing, BT5.3, for Home/Party/Outdoor/Beach, Electronic Gadgets, Birthday Gift (Black)","Portable Bluetooth Speakers, Electronics: More Sustainable Products","B0BRKPVZB4"
"8 Pack Cord Organizer Holder,Costop Strong Adhesive Desk Cable Management Magnetic Easy Open,Organize Phone Charging Cords Wire Holder Organizer Neatly for Home,Office,Car,Desk,Nightstand","Cable Straps, LOP","B0CBRK59J7"
"SAMSUNG Galaxy Tab A9+ 10.9” 64GB Android Tablet, Big Screen, Quad Speakers, Upgraded Chipset, Multi Window Display, Slim, Light, Durable Design, US Version, 2023, Silver (Renewed)","Tablets","B0D7R162XF"
"Binoculars 25x30 for Adults,Waterproof Binoculars with Universal Phone Adapter, Tripod and Tripod Adapter,Large Eyepiece Easy Focus Compact Binoculars，HD binoculars for Bird Watching,Hiking and Travel","Binoculars","B0DMCRW4ZF"
"Power Strip, ALESTOR Surge Protector with 12 Outlets and 4 USB Ports, 6 Feet Extension Cord (1875W/15A), 2700 Joules, ETL Listed, Black","Power Strips, Electronics: More Sustainable Products, CN AB hot category","B08P5LRY37"
"Telescope, 90mm Aperture 700mm - Vertisteel AZ Mounting Base, Highly Adjustable Telescopes, Ideal for Adults, Astronomers & Kids with Carrying Case, Wireless Remote, Phone Adapter (White)","Refractors, Science","B0D5LFGR7J"
"Charger for HP Laptop Computer 65W 45W Smart Blue Tip Power Adapter","Chargers & Adapters, kvi_q3_24_1, Most-loved PC deals","B089T1SX32"
